customer_id,total_spend,segment
CP-120852,1632,Low Value
CP-120853,3262,Medium Value
CP-120854,5401,High Value
CP-123401,6559,High Value
CP-123402,2537,Medium Value
CP-123403,5127,High Value
CP-123404,5889,High Value
CP-20851,1887,Low Value
CP-20852,885,Low Value
CP-20853,2814,Medium Value
CP-23401,4136,Medium Value
CP-23402,909,Low Value
CR-125801,4013,Medium Value
CR-125802,2143,Medium Value
CR-125803,397,Low Value
CR-125804,2149,Medium Value
CR-126251,13043,High Value
CR-126252,1164,Low Value
CR-126253,2593,Medium Value
CR-126254,475,Low Value
CR-127301,8626,High Value
CR-127302,1625,Low Value
CR-127303,7637,High Value
CR-127304,1600,Low Value
CR-128201,5354,High Value
CR-128202,1284,Low Value
CR-128203,6434,High Value
CR-128204,1397,Low Value
CR-25801,2793,Medium Value
CR-25802,264,Low Value
CR-26251,1216,Low Value
CR-26252,100,Low Value
CR-26253,3763,Medium Value
CR-27301,986,Low Value
CR-27302,374,Low Value
CR-28201,600,Low Value
CR-28202,588,Low Value
CS-118451,16655,High Value
CS-118452,850,Low Value
CS-118453,1689,Low Value
CS-118454,1279,Low Value
CS-118601,2474,Medium Value
CS-118602,4358,Medium Value
CS-118603,3188,Medium Value
CS-118604,538,Low Value
CS-119501,3771,Medium Value
CS-119502,3883,Medium Value
CS-119503,3530,Medium Value
CS-119504,3038,Medium Value
CS-121301,4964,Medium Value
CS-121302,3528,Medium Value
CS-121303,1603,Low Value
CS-121304,885,Low Value
CS-121751,13516,High Value
CS-121752,1748,Low Value
CS-121753,602,Low Value
CS-121754,844,Low Value
CS-122501,2520,Medium Value
CS-122502,5663,High Value
CS-122503,1560,Low Value
CS-122504,2757,Medium Value
CS-123551,3244,Medium Value
CS-123552,568,Low Value
CS-123553,2227,Medium Value
CS-123554,3201,Medium Value
CS-124001,2117,Medium Value
CS-124002,1413,Low Value
CS-124003,3041,Medium Value
CS-124004,3651,Medium Value
CS-124601,8390,High Value
CS-124602,6210,High Value
CS-124603,4937,Medium Value
CS-124604,551,Low Value
CS-124901,2831,Medium Value
CS-124902,1506,Low Value
CS-124903,5698,High Value
CS-124904,1076,Low Value
CS-125051,2179,Medium Value
CS-125052,503,Low Value
CS-125053,3164,Medium Value
CS-125054,5691,High Value
CS-18451,204,Low Value
CS-18452,1390,Low Value
CS-18601,861,Low Value
CS-18602,760,Low Value
CS-19501,533,Low Value
CS-19502,80,Low Value
CS-19503,101,Low Value
CS-21301,466,Low Value
CS-21302,25,Low Value
CS-21303,877,Low Value
CS-21751,1380,Low Value
CS-21752,1960,Low Value
CS-22501,179,Low Value
CS-22502,1739,Low Value
CS-23551,925,Low Value
CS-23552,381,Low Value
CS-24001,1742,Low Value
CS-24002,552,Low Value
CS-24601,1707,Low Value
CS-24602,964,Low Value
CS-24901,14,Low Value
CS-24902,1650,Low Value
CS-25051,1804,Low Value
CS-25052,91,Low Value
CT-119951,4812,Medium Value
CT-119952,3598,Medium Value
CT-119953,2064,Medium Value
CT-119954,3241,Medium Value
CT-19951,424,Low Value
CV-122951,2602,Medium Value
CV-122952,670,Low Value
CV-122953,2940,Medium Value
CV-122954,2832,Medium Value
CV-128051,3384,Medium Value
CV-128052,3926,Medium Value
CV-128053,84,Low Value
CV-128054,2372,Medium Value
CV-22951,387,Low Value
CV-22952,896,Low Value
CV-28051,3070,Medium Value
CV-28052,2021,Medium Value
CW-119051,2652,Medium Value
CW-119052,7410,High Value
CW-119053,1721,Low Value
CW-119054,1138,Low Value
CW-19051,922,Low Value
CW-19052,514,Low Value
CY-127451,3267,Medium Value
CY-127452,3642,Medium Value
CY-127453,4118,Medium Value
CY-127454,2900,Medium Value
CY-27451,262,Low Value
CY-27452,31,Low Value
Co-126401,6813,High Value
Co-126402,1560,Low Value
Co-126403,2607,Medium Value
Co-126404,1300,Low Value
Co-26401,755,Low Value
Co-26402,14,Low Value
DA-134501,3460,Medium Value
DA-134502,2972,Medium Value
DA-134503,6447,High Value
DA-134504,157,Low Value
DA-34501,1237,Low Value
DA-34502,975,Low Value
DB-129101,1088,Low Value
DB-129102,5773,High Value
DB-129103,3307,Medium Value
DB-129104,2172,Medium Value
DB-129701,808,Low Value
DB-129702,5520,High Value
DB-129703,2840,Medium Value
DB-130601,9904,High Value
DB-130602,7873,High Value
DB-130603,1169,Low Value
DB-130604,4532,Medium Value
DB-131201,350,Low Value
DB-131202,1953,Low Value
DB-131203,327,Low Value
DB-131204,2974,Medium Value
DB-132101,2179,Medium Value
DB-132102,6544,High Value
DB-132103,2689,Medium Value
DB-132104,2333,Medium Value
DB-132701,2386,Medium Value
DB-132702,4532,Medium Value
DB-132703,118,Low Value
DB-132704,4655,Medium Value
DB-133601,2322,Medium Value
DB-133602,1498,Low Value
DB-133603,2018,Medium Value
DB-133604,1081,Low Value
DB-134051,8105,High Value
DB-134052,2879,Medium Value
DB-134053,3390,Medium Value
DB-134054,1712,Low Value
DB-135551,2331,Medium Value
DB-135552,1202,Low Value
DB-135553,1971,Low Value
DB-135554,3909,Medium Value
DB-136151,2567,Medium Value
DB-136152,3874,Medium Value
DB-136153,1602,Low Value
DB-136154,1989,Low Value
DB-136601,4522,Medium Value
DB-136602,3961,Medium Value
DB-136603,1758,Low Value
DB-136604,1156,Low Value
DB-29101,792,Low Value
DB-29102,1180,Low Value
DB-29103,1080,Low Value
DB-29701,181,Low Value
DB-29702,332,Low Value
DB-30601,631,Low Value
DB-30602,1441,Low Value
DB-31201,206,Low Value
DB-31202,465,Low Value
DB-32101,370,Low Value
DB-32102,17,Low Value
DB-32701,662,Low Value
DB-32702,225,Low Value
DB-33601,3691,Medium Value
DB-34051,548,Low Value
DB-35551,131,Low Value
DB-35552,840,Low Value
DB-36151,2686,Medium Value
DB-36152,137,Low Value
DB-36601,728,Low Value
DB-36602,1479,Low Value
DC-128501,3085,Medium Value
DC-128502,1339,Low Value
DC-128503,1548,Low Value
DC-128504,3336,Medium Value
DC-132851,440,Low Value
DC-132852,7308,High Value
DC-132853,7248,High Value
DC-132854,1175,Low Value
DC-28501,1476,Low Value
DC-28502,2091,Medium Value
DC-28503,564,Low Value
DC-32851,574,Low Value
DC-32852,227,Low Value
DD-135701,551,Low Value
DD-135702,6899,High Value
DD-135703,1023,Low Value
DD-135704,269,Low Value
DD-35701,1823,Low Value
DD-35702,506,Low Value
DE-132551,3761,Medium Value
DE-132552,1269,Low Value
DE-132553,2503,Medium Value
DE-132554,2551,Medium Value
DE-32551,142,Low Value
DE-32552,2573,Medium Value
DF-131351,4201,Medium Value
DF-131352,3288,Medium Value
DF-131353,359,Low Value
DF-131354,2391,Medium Value
DF-31351,1049,Low Value
DF-31352,252,Low Value
DG-133001,5020,High Value
DG-133002,2484,Medium Value
DG-133003,3034,Medium Value
DG-133004,3195,Medium Value
DG-33001,2949,Medium Value
DG-33002,33,Low Value
DH-130751,3831,Medium Value
DH-130752,2386,Medium Value
DH-130753,2978,Medium Value
DH-130754,4933,Medium Value
DH-136751,3433,Medium Value
DH-136752,2518,Medium Value
DH-136753,822,Low Value
DH-136754,1042,Low Value
DH-30751,1587,Low Value
DH-30752,476,Low Value
DH-36751,3412,Medium Value
DH-36752,30,Low Value
DH-36753,1220,Low Value
DJ-134201,5230,High Value
DJ-134202,11158,High Value
DJ-134203,3740,Medium Value
DJ-134204,2012,Medium Value
DJ-135101,2668,Medium Value
DJ-135102,4513,Medium Value
DJ-135103,5736,High Value
DJ-135104,2502,Medium Value
DJ-136301,4266,Medium Value
DJ-136302,2730,Medium Value
DJ-136303,2206,Medium Value
DJ-136304,3357,Medium Value
DJ-34201,263,Low Value
DJ-34202,158,Low Value
DJ-35101,2406,Medium Value
DJ-35102,194,Low Value
DJ-35103,3376,Medium Value
DJ-36301,245,Low Value
DJ-36302,1048,Low Value
DK-128351,2628,Medium Value
DK-128352,4960,Medium Value
DK-128353,6745,High Value
DK-128354,3256,Medium Value
DK-128951,6372,High Value
DK-128952,2533,Medium Value
DK-128953,5157,High Value
DK-128954,4283,Medium Value
DK-129851,5573,High Value
DK-129852,2819,Medium Value
DK-129853,4743,Medium Value
DK-129854,1687,Low Value
DK-130901,10186,High Value
DK-130902,5428,High Value
DK-130903,916,Low Value
DK-130904,2652,Medium Value
DK-131501,4872,Medium Value
DK-131502,5970,High Value
DK-131503,4340,Medium Value
DK-131504,798,Low Value
DK-132251,652,Low Value
DK-132252,1819,Low Value
DK-132253,1972,Low Value
DK-132254,4802,Medium Value
DK-133751,4420,Medium Value
DK-133752,3069,Medium Value
DK-133753,5450,High Value
DK-133754,3318,Medium Value
DK-28351,1830,Low Value
DK-28352,1542,Low Value
DK-28951,254,Low Value
DK-28952,1039,Low Value
DK-29851,81,Low Value
DK-30901,67,Low Value
DK-30902,207,Low Value
DK-31501,333,Low Value
DK-31502,1246,Low Value
DK-32251,822,Low Value
DK-32252,585,Low Value
DK-33751,1764,Low Value
DK-33752,60,Low Value
DK-33753,2022,Medium Value
DL-128651,4683,Medium Value
DL-128652,3023,Medium Value
DL-128653,1977,Low Value
DL-128654,1504,Low Value
DL-129251,4807,Medium Value
DL-129252,117,Low Value
DL-129253,3169,Medium Value
DL-129254,3274,Medium Value
DL-133151,1850,Low Value
DL-133152,13191,High Value
DL-133153,2007,Medium Value
DL-133154,1458,Low Value
DL-133301,9729,High Value
DL-133302,4514,Medium Value
DL-133303,1949,Low Value
DL-133304,585,Low Value
DL-134951,4541,Medium Value
DL-134952,5618,High Value
DL-134953,2176,Medium Value
DL-134954,3540,Medium Value
DL-28651,926,Low Value
DL-28652,256,Low Value
DL-28653,321,Low Value
DL-29251,356,Low Value
DL-29252,478,Low Value
DL-33151,715,Low Value
DL-33152,1031,Low Value
DL-33301,14,Low Value
DL-33302,156,Low Value
DL-33303,989,Low Value
DL-34951,655,Low Value
DL-34952,118,Low Value
DM-129551,7348,High Value
DM-129552,3887,Medium Value
DM-129553,7304,High Value
DM-129554,1321,Low Value
DM-130151,5904,High Value
DM-130152,2930,Medium Value
DM-130153,448,Low Value
DM-130154,6344,High Value
DM-133451,6883,High Value
DM-133452,4806,Medium Value
DM-133453,1290,Low Value
DM-133454,4074,Medium Value
DM-135251,2553,Medium Value
DM-135252,3505,Medium Value
DM-135253,2208,Medium Value
DM-135254,1378,Low Value
DM-29551,878,Low Value
DM-29552,139,Low Value
DM-29553,1420,Low Value
DM-30151,966,Low Value
DM-30152,1141,Low Value
DM-33451,334,Low Value
DM-33452,4664,Medium Value
DM-35251,246,Low Value
DM-35252,1183,Low Value
DM-35253,763,Low Value
DN-136901,2649,Medium Value
DN-136902,3020,Medium Value
DN-136903,5290,High Value
DN-136904,2139,Medium Value
DN-36901,735,Low Value
DN-36902,949,Low Value
DN-36903,133,Low Value
DO-134351,9101,High Value
DO-134352,2697,Medium Value
DO-134353,2184,Medium Value
DO-134354,1298,Low Value
DO-136451,6540,High Value
DO-136452,2329,Medium Value
DO-136453,1947,Low Value
DO-136454,1267,Low Value
DO-34351,2261,Medium Value
DO-34352,1256,Low Value
DO-36451,251,Low Value
DO-36452,1112,Low Value
DO-36453,326,Low Value
DP-130001,3395,Medium Value
DP-130002,6306,High Value
DP-130003,3135,Medium Value
DP-130004,1051,Low Value
DP-131051,11883,High Value
DP-131052,926,Low Value
DP-131053,3906,Medium Value
DP-131054,2215,Medium Value
DP-131651,11836,High Value
DP-131652,7444,High Value
DP-131653,1874,Low Value
DP-131654,1059,Low Value
DP-133901,1889,Low Value
DP-133902,1773,Low Value
DP-133903,1141,Low Value
DP-133904,5482,High Value
DP-30001,1107,Low Value
DP-30002,30,Low Value
DP-30003,956,Low Value
DP-31051,5858,High Value
DP-31052,1113,Low Value
DP-31651,1364,Low Value
DP-31652,153,Low Value
DP-33901,714,Low Value
DP-33902,91,Low Value
DP-33903,571,Low Value
DR-128801,3328,Medium Value
DR-128802,1894,Low Value
DR-128803,2664,Medium Value
DR-128804,6527,High Value
DR-129401,10943,High Value
DR-129402,4652,Medium Value
DR-129403,1696,Low Value
DR-129404,8352,High Value
DR-28801,1091,Low Value
DR-28802,1201,Low Value
DR-29401,2065,Medium Value
DR-29402,224,Low Value
DS-130301,3254,Medium Value
DS-130302,2082,Medium Value
DS-130303,4547,Medium Value
DS-130304,1762,Low Value
DS-131801,3598,Medium Value
DS-131802,1632,Low Value
DS-131803,5338,High Value
DS-131804,2882,Medium Value
DS-30301,691,Low Value
DS-30302,947,Low Value
DS-31801,177,Low Value
DS-31802,7,Low Value
DV-130451,5756,High Value
DV-130452,2210,Medium Value
DV-130453,9018,High Value
DV-130454,1122,Low Value
DV-134651,3861,Medium Value
DV-134652,412,Low Value
DV-134653,5297,High Value
DV-134654,3343,Medium Value
DV-30451,1269,Low Value
DV-30452,3374,Medium Value
DV-34651,162,Low Value
DV-34652,3876,Medium Value
DW-131951,7327,High Value
DW-131952,756,Low Value
DW-131953,526,Low Value
DW-131954,1079,Low Value
DW-134801,5313,High Value
DW-134802,3412,Medium Value
DW-134803,2340,Medium Value
DW-134804,5272,High Value
DW-135401,3800,Medium Value
DW-135402,5296,High Value
DW-135403,3729,Medium Value
DW-135404,343,Low Value
DW-135851,4415,Medium Value
DW-135852,1490,Low Value
DW-135853,5034,High Value
DW-135854,1205,Low Value
DW-31951,55,Low Value
DW-31952,1187,Low Value
DW-34801,1339,Low Value
DW-34802,2469,Medium Value
DW-34803,3311,Medium Value
DW-35401,25,Low Value
DW-35402,428,Low Value
DW-35403,763,Low Value
DW-35851,435,Low Value
DW-35852,27,Low Value
Dl-136001,8124,High Value
Dl-136002,2973,Medium Value
Dl-136003,59,Low Value
Dl-136004,756,Low Value
Dl-36001,993,Low Value
Dl-36002,1815,Low Value
Dp-132401,9845,High Value
Dp-132402,980,Low Value
Dp-132403,4201,Medium Value
Dp-132404,7199,High Value
Dp-32401,382,Low Value
Dp-32402,128,Low Value
Dp-32403,98,Low Value
EA-140351,2922,Medium Value
EA-140352,1337,Low Value
EA-140353,4285,Medium Value
EA-140354,2846,Medium Value
EA-40351,131,Low Value
EB-137051,1641,Low Value
EB-137052,3127,Medium Value
EB-137053,3972,Medium Value
EB-137054,3643,Medium Value
EB-137501,1120,Low Value
EB-137502,2024,Medium Value
EB-137503,2109,Medium Value
EB-137504,3236,Medium Value
EB-138401,4078,Medium Value
EB-138402,9895,High Value
EB-138403,1856,Low Value
EB-138404,4358,Medium Value
EB-138701,2920,Medium Value
EB-138702,1071,Low Value
EB-138703,93,Low Value
EB-138704,2768,Medium Value
EB-139301,3305,Medium Value
EB-139302,4727,Medium Value
EB-139303,557,Low Value
EB-139304,944,Low Value
EB-139751,1985,Low Value
EB-139752,4893,Medium Value
EB-139753,4883,Medium Value
EB-139754,1644,Low Value
EB-141101,3471,Medium Value
EB-141102,6522,High Value
EB-141103,601,Low Value
EB-141104,3073,Medium Value
EB-141701,1788,Low Value
EB-141702,419,Low Value
EB-141703,3344,Medium Value
EB-141704,1187,Low Value
EB-37051,2720,Medium Value
EB-37052,422,Low Value
EB-37501,173,Low Value
EB-37502,766,Low Value
EB-38401,9,Low Value
EB-38402,1444,Low Value
EB-38403,346,Low Value
EB-38701,84,Low Value
EB-38702,101,Low Value
EB-39301,1462,Low Value
EB-39302,972,Low Value
EB-39751,2074,Medium Value
EB-39752,640,Low Value
EB-41101,1475,Low Value
EB-41102,943,Low Value
EB-41701,872,Low Value
EB-41702,396,Low Value
EC-140501,2733,Medium Value
EC-140502,231,Low Value
EC-140503,1003,Low Value
EC-140504,462,Low Value
EC-40501,1537,Low Value
EC-40502,765,Low Value
ED-138851,6533,High Value
ED-138852,3080,Medium Value
ED-138853,4922,Medium Value
ED-138854,3487,Medium Value
ED-38851,166,Low Value
ED-38852,15,Low Value
ED-38853,346,Low Value
EG-139001,5381,High Value
EG-139002,6883,High Value
EG-139003,2468,Medium Value
EG-139004,1833,Low Value
EG-39001,5151,High Value
EG-39002,1398,Low Value
EH-137651,5217,High Value
EH-137652,3774,Medium Value
EH-137653,958,Low Value
EH-137654,10313,High Value
EH-139451,562,Low Value
EH-139452,3265,Medium Value
EH-139453,3320,Medium Value
EH-139454,684,Low Value
EH-139901,6141,High Value
EH-139902,979,Low Value
EH-139903,862,Low Value
EH-139904,827,Low Value
EH-140051,1941,Low Value
EH-140052,4728,Medium Value
EH-140053,2489,Medium Value
EH-140054,1220,Low Value
EH-141251,4073,Medium Value
EH-141252,7494,High Value
EH-141253,2760,Medium Value
EH-141254,3084,Medium Value
EH-141851,6225,High Value
EH-141852,3744,Medium Value
EH-141853,1906,Low Value
EH-141854,925,Low Value
EH-37651,605,Low Value
EH-37652,405,Low Value
EH-39451,1244,Low Value
EH-39452,223,Low Value
EH-39453,1053,Low Value
EH-39901,635,Low Value
EH-39902,37,Low Value
EH-40051,976,Low Value
EH-40052,1654,Low Value
EH-41251,1087,Low Value
EH-41252,3926,Medium Value
EH-41851,1863,Low Value
EH-41852,1714,Low Value
EJ-137201,4136,Medium Value
EJ-137202,537,Low Value
EJ-137203,2136,Medium Value
EJ-137204,2161,Medium Value
EJ-141551,4223,Medium Value
EJ-141552,2313,Medium Value
EJ-141553,3131,Medium Value
EJ-141554,2657,Medium Value
EJ-37201,1204,Low Value
EJ-37202,525,Low Value
EJ-41551,1841,Low Value
EJ-41552,792,Low Value
EK-137951,1103,Low Value
EK-137952,2758,Medium Value
EK-137953,432,Low Value
EK-137954,1302,Low Value
EK-37951,174,Low Value
EK-37952,1355,Low Value
EL-137351,4219,Medium Value
EL-137352,3520,Medium Value
EL-137353,2651,Medium Value
EL-137354,125,Low Value
EL-37351,1976,Low Value
EL-37352,1718,Low Value
EM-138101,7229,High Value
EM-138102,1467,Low Value
EM-138103,2290,Medium Value
EM-138104,2567,Medium Value
EM-138251,4013,Medium Value
EM-138252,4427,Medium Value
EM-138253,3349,Medium Value
EM-138254,2340,Medium Value
EM-139601,14324,High Value
EM-139602,5759,High Value
EM-139603,4212,Medium Value
EM-139604,934,Low Value
EM-140651,4264,Medium Value
EM-140652,5518,High Value
EM-140653,2097,Medium Value
EM-140654,228,Low Value
EM-140951,3189,Medium Value
EM-140952,5336,High Value
EM-140953,1324,Low Value
EM-140954,1041,Low Value
EM-141401,10563,High Value
EM-141402,741,Low Value
EM-141403,5617,High Value
EM-141404,4589,Medium Value
EM-142001,7725,High Value
EM-142002,3557,Medium Value
EM-142003,5438,High Value
EM-142004,367,Low Value
EM-38101,166,Low Value
EM-38102,865,Low Value
EM-38251,41,Low Value
EM-38252,13,Low Value
EM-38253,325,Low Value
EM-39601,1171,Low Value
EM-39602,100,Low Value
EM-39603,1585,Low Value
EM-40651,1775,Low Value
EM-40652,139,Low Value
EM-40653,1300,Low Value
EM-40951,1759,Low Value
EM-40952,193,Low Value
EM-40953,881,Low Value
EM-41401,639,Low Value
EM-41402,1262,Low Value
EM-42001,1922,Low Value
EM-42002,663,Low Value
EN-137801,1511,Low Value
EN-137802,1957,Low Value
EN-137803,668,Low Value
EN-137804,2200,Medium Value
EN-37801,179,Low Value
EN-37802,557,Low Value
EP-139151,6827,High Value
EP-139152,2289,Medium Value
EP-139153,1686,Low Value
EP-139154,5481,High Value
EP-39151,294,Low Value
EP-39152,193,Low Value
ER-138551,2687,Medium Value
ER-138552,7927,High Value
ER-138553,1537,Low Value
ER-138554,1245,Low Value
ER-38551,464,Low Value
ER-38552,3271,Medium Value
ES-140201,1940,Low Value
ES-140202,4999,Medium Value
ES-140203,2377,Medium Value
ES-140204,3511,Medium Value
ES-140801,4914,Medium Value
ES-140802,2036,Medium Value
ES-140803,4628,Medium Value
ES-140804,4657,Medium Value
ES-40201,367,Low Value
ES-40202,735,Low Value
ES-40203,790,Low Value
ES-40801,960,Low Value
ES-40802,965,Low Value
FA-142301,2177,Medium Value
FA-142302,7077,High Value
FA-142303,1297,Low Value
FA-142304,2984,Medium Value
FA-42301,172,Low Value
FA-42302,643,Low Value
FC-142451,4133,Medium Value
FC-142452,752,Low Value
FC-142453,2566,Medium Value
FC-142454,3419,Medium Value
FC-143351,2788,Medium Value
FC-143352,914,Low Value
FC-143353,1180,Low Value
FC-143354,3890,Medium Value
FC-42451,946,Low Value
FC-42452,594,Low Value
FC-43351,126,Low Value
FC-43352,425,Low Value
FG-142601,5148,High Value
FG-142602,2518,Medium Value
FG-142603,348,Low Value
FG-142604,1383,Low Value
FG-42601,83,Low Value
FG-42602,26,Low Value
FG-42603,198,Low Value
FH-142751,5052,High Value
FH-142752,2972,Medium Value
FH-142753,1292,Low Value
FH-142754,4257,Medium Value
FH-143501,2950,Medium Value
FH-143502,4000,Medium Value
FH-143503,1433,Low Value
FH-143504,2273,Medium Value
FH-143651,2864,Medium Value
FH-143652,4470,Medium Value
FH-143653,13328,High Value
FH-143654,6989,High Value
FH-42751,34,Low Value
FH-42752,79,Low Value
FH-43501,45,Low Value
FH-43502,65,Low Value
FH-43651,192,Low Value
FH-43652,2561,Medium Value
FM-142151,4305,Medium Value
FM-142152,5513,High Value
FM-142153,2078,Medium Value
FM-142154,2456,Medium Value
FM-142901,3353,Medium Value
FM-142902,1407,Low Value
FM-142903,5888,High Value
FM-142904,3737,Medium Value
FM-143801,2301,Medium Value
FM-143802,977,Low Value
FM-143803,796,Low Value
FM-143804,2523,Medium Value
FM-42151,1994,Low Value
FM-42152,941,Low Value
FM-42901,327,Low Value
FM-42902,1676,Low Value
FM-43801,49,Low Value
FM-43802,795,Low Value
FO-143051,4643,Medium Value
FO-143052,7365,High Value
FO-143053,929,Low Value
FO-143054,2681,Medium Value
FO-43051,140,Low Value
FO-43052,2017,Medium Value
FP-143201,3973,Medium Value
FP-143202,1172,Low Value
FP-143203,751,Low Value
FP-143204,4047,Medium Value
FP-43201,161,Low Value
FP-43202,656,Low Value
FW-143951,10897,High Value
FW-143952,2878,Medium Value
FW-143953,3118,Medium Value
FW-143954,81,Low Value
FW-43951,683,Low Value
FW-43952,537,Low Value
GA-145151,3985,Medium Value
GA-145152,2146,Medium Value
GA-145153,2436,Medium Value
GA-145154,3922,Medium Value
GA-147251,5111,High Value
GA-147252,2145,Medium Value
GA-147253,167,Low Value
GA-147254,1400,Low Value
GA-45151,247,Low Value
GA-45152,1070,Low Value
GA-47251,1462,Low Value
GB-145301,8129,High Value
GB-145302,1204,Low Value
GB-145303,755,Low Value
GB-145304,1569,Low Value
GB-145751,1609,Low Value
GB-145752,1786,Low Value
GB-145753,2637,Medium Value
GB-145754,4717,Medium Value
GB-45301,375,Low Value
GB-45302,21,Low Value
GB-45303,130,Low Value
GB-45751,1372,Low Value
GB-45752,449,Low Value
GD-145901,6939,High Value
GD-145902,5870,High Value
GD-145903,3307,Medium Value
GD-145904,1888,Low Value
GD-45901,46,Low Value
GD-45902,655,Low Value
GG-146501,1906,Low Value
GG-146502,7619,High Value
GG-146503,1154,Low Value
GG-146504,2222,Medium Value
GG-46501,26,Low Value
GG-46502,974,Low Value
GH-144101,1228,Low Value
GH-144102,6755,High Value
GH-144103,2856,Medium Value
GH-144104,2819,Medium Value
GH-144251,7621,High Value
GH-144252,6292,High Value
GH-144253,1956,Low Value
GH-144254,4172,Medium Value
GH-144851,4446,Medium Value
GH-144852,7376,High Value
GH-144853,1509,Low Value
GH-144854,1362,Low Value
GH-146651,5986,High Value
GH-146652,4428,Medium Value
GH-146653,2359,Medium Value
GH-146654,147,Low Value
GH-44101,967,Low Value
GH-44102,644,Low Value
GH-44251,3649,Medium Value
GH-44252,127,Low Value
GH-44253,812,Low Value
GH-44851,346,Low Value
GH-44852,449,Low Value
GH-46651,361,Low Value
GH-46652,20,Low Value
GH-46653,696,Low Value
GK-146201,5556,High Value
GK-146202,3307,Medium Value
GK-146203,3856,Medium Value
GK-146204,6498,High Value
GK-46201,649,Low Value
GK-46202,116,Low Value
GM-144401,7407,High Value
GM-144402,2402,Medium Value
GM-144403,2390,Medium Value
GM-144404,3583,Medium Value
GM-144551,5109,High Value
GM-144552,2032,Medium Value
GM-144553,304,Low Value
GM-144554,3078,Medium Value
GM-145001,1161,Low Value
GM-145002,286,Low Value
GM-145003,4003,Medium Value
GM-145004,1255,Low Value
GM-146801,3550,Medium Value
GM-146802,3115,Medium Value
GM-146803,2181,Medium Value
GM-146804,3164,Medium Value
GM-146951,2548,Medium Value
GM-146952,4693,Medium Value
GM-146953,1272,Low Value
GM-146954,6051,High Value
GM-44401,596,Low Value
GM-44402,140,Low Value
GM-44551,207,Low Value
GM-44552,281,Low Value
GM-45001,3670,Medium Value
GM-45002,628,Low Value
GM-46801,522,Low Value
GM-46802,1068,Low Value
GM-46951,474,Low Value
GM-46952,317,Low Value
GP-147401,5387,High Value
GP-147402,3409,Medium Value
GP-147403,1759,Low Value
GP-147404,237,Low Value
GP-47401,3415,Medium Value
GP-47402,1196,Low Value
GR-145601,2840,Medium Value
GR-145602,2996,Medium Value
GR-145603,1773,Low Value
GR-145604,1285,Low Value
GR-45601,4473,Medium Value
GR-45602,483,Low Value
GT-146351,4010,Medium Value
GT-146352,3599,Medium Value
GT-146353,2121,Medium Value
GT-146354,9351,High Value
GT-147101,5858,High Value
GT-147102,11430,High Value
GT-147103,5364,High Value
GT-147104,11821,High Value
GT-147551,1073,Low Value
GT-147552,2625,Medium Value
GT-147553,1678,Low Value
GT-147554,227,Low Value
GT-46351,1113,Low Value
GT-46352,32,Low Value
GT-47101,221,Low Value
GT-47102,858,Low Value
GT-47551,2475,Medium Value
GT-47552,249,Low Value
GT-47553,734,Low Value
GW-146051,8000,High Value
GW-146052,3745,Medium Value
GW-146053,2306,Medium Value
GW-146054,2190,Medium Value
GW-46051,565,Low Value
GW-46052,1265,Low Value
GZ-144701,5289,High Value
GZ-144702,8432,High Value
GZ-144703,2789,Medium Value
GZ-144704,4355,Medium Value
GZ-145451,3355,Medium Value
GZ-145452,3043,Medium Value
GZ-145453,2743,Medium Value
GZ-145454,2454,Medium Value
GZ-44701,2619,Medium Value
GZ-44702,62,Low Value
GZ-44703,1154,Low Value
GZ-45451,92,Low Value
GZ-45452,22,Low Value
GZ-45453,3585,Medium Value
HA-149051,6695,High Value
HA-149052,3337,Medium Value
HA-149053,3627,Medium Value
HA-149054,2163,Medium Value
HA-149201,3868,Medium Value
HA-149202,1371,Low Value
HA-149203,1918,Low Value
HA-149204,2586,Medium Value
HA-49051,146,Low Value
HA-49052,962,Low Value
HA-49201,100,Low Value
HA-49202,571,Low Value
HD-147851,10484,High Value
HD-147852,3591,Medium Value
HD-147853,2419,Medium Value
HD-147854,251,Low Value
HD-47851,3311,Medium Value
HD-47852,14,Low Value
HE-148001,837,Low Value
HE-148002,2874,Medium Value
HE-148003,5308,High Value
HE-148004,884,Low Value
HE-48001,227,Low Value
HE-48002,863,Low Value
HF-149951,2320,Medium Value
HF-149952,3497,Medium Value
HF-149953,1363,Low Value
HF-149954,2534,Medium Value
HF-49951,1410,Low Value
HF-49952,689,Low Value
HG-148451,3561,Medium Value
HG-148452,10466,High Value
HG-148453,6417,High Value
HG-148454,785,Low Value
HG-149651,10262,High Value
HG-149652,1695,Low Value
HG-149653,1606,Low Value
HG-149654,3250,Medium Value
HG-150251,6510,High Value
HG-150252,2326,Medium Value
HG-150253,2211,Medium Value
HG-150254,3690,Medium Value
HG-48451,1765,Low Value
HG-48452,1223,Low Value
HG-49651,83,Low Value
HG-49652,246,Low Value
HG-49653,26,Low Value
HG-50251,1057,Low Value
HG-50252,420,Low Value
HH-150101,6180,High Value
HH-150102,4155,Medium Value
HH-150103,3178,Medium Value
HH-150104,219,Low Value
HH-50101,1296,Low Value
HH-50102,201,Low Value
HJ-148751,8541,High Value
HJ-148752,4961,Medium Value
HJ-148753,451,Low Value
HJ-148754,359,Low Value
HJ-48751,233,Low Value
HJ-48752,890,Low Value
HK-148901,2378,Medium Value
HK-148902,4282,Medium Value
